检查报告																									
公司:		深圳力合精密装备科技有限公司																							
操作员:																									
日期:		2025年5月15日																							
时间:		17:59:10																							
工件温度:		20.0C																							
																									
PT1				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
K	1.0000	1.0000	0.0000																						
																									
PT49				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	92.3793	92.3798	0.0005	0.0000	0.0000	0.0005																			
Y	127.4999	127.5001	0.0002	0.0000	0.0000	0.0002																			
Z	-1.9999	-2.2229	-0.2231	0.0000	0.0000	-0.2231																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
PT50				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	97.3448	97.3452	0.0004	0.0000	0.0000	0.0004																			
Y	127.4999	127.5002	0.0004	0.0000	0.0000	0.0004																			
Z	-1.9999	-2.2458	-0.2459	0.0000	0.0000	-0.2459																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
PT51				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	102.3100	102.3105	0.0005	0.0000	0.0000	0.0005																			
Y	127.4999	127.5002	0.0003	0.0000	0.0000	0.0003																			
Z	-1.9999	-2.2312	-0.2314	0.0000	0.0000	-0.2314																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
PT52				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	107.2760	107.2764	0.0004	0.0000	0.0000	0.0004																			
Y	127.4999	127.5002	0.0003	0.0000	0.0000	0.0003																			
Z	-1.9999	-2.2688	-0.2689	0.0000	0.0000	-0.2689																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
PT53				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	112.2410	112.2415	0.0005	0.0000	0.0000	0.0005																			
Y	127.4999	127.5001	0.0003	0.0000	0.0000	0.0003																			
Z	-1.9999	-2.2395	-0.2396	0.0000	0.0000	-0.2396																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
PT54				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	117.2070	117.2075	0.0005	0.0000	0.0000	0.0005																			
Y	127.4999	127.5002	0.0003	0.0000	0.0000	0.0003																			
Z	-1.9999	-2.2759	-0.2760	0.0000	0.0000	-0.2760																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
PT55				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	122.1720	122.1724	0.0004	0.0000	0.0000	0.0004																			
Y	127.4999	127.5002	0.0003	0.0000	0.0000	0.0003																			
Z	-1.9999	-2.2711	-0.2712	0.0000	0.0000	-0.2712																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
PT56				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	127.1380	127.1384	0.0004	0.0000	0.0000	0.0004																			
Y	127.4999	127.5002	0.0003	0.0000	0.0000	0.0003																			
Z	-1.9999	-2.2824	-0.2826	0.0000	0.0000	-0.2826																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
PT57				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	132.1030	132.1035	0.0005	0.0000	0.0000	0.0005																			
Y	127.4999	127.5003	0.0004	0.0000	0.0000	0.0004																			
Z	-1.9999	-2.3301	-0.3302	0.0000	0.0000	-0.3302																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
PT58				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	137.0690	137.0694	0.0004	0.0000	0.0000	0.0004																			
Y	127.4999	127.5003	0.0004	0.0000	0.0000	0.0004																			
Z	-1.9999	-2.3274	-0.3275	0.0000	0.0000	-0.3275																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
PT59				  CRD2/MM/ANGDEC/CART/XYPLAN																					
	理论	实际	误差	下公差	上公差	趋势																			
X	142.0340	142.0343	0.0003	0.0000	0.0000	0.0003																			
Y	127.4999	127.5004	0.0005	0.0000	0.0000	0.0005																			
Z	-1.9999	-2.3413	-0.3414	0.0000	0.0000	-0.3414																			
I	0.0000	0.0000	0.0000																						
J	0.0000	0.0000	0.0000																						
K	1.0000	1.0000	0.0000																						
																									
